IDTransação,IDpessoal,DatadaTransação,Valor,Empresa,Categoria,Fraude
933b34de-c189-4e21-9638-ff57846d936c,5d32ed89-9eea-4b52-ab04-f44c2490bd70,2024-06-14 00:59:21,50.1,"Gonzalez, Smith and Wright",Viagens,0
7c2948c3-a542-4df2-9e4e-626f6aece5fc,973e9261-9ff1-4920-8b78-aeaf7ecfa97c,2024-03-08 19:21:28,609.29,Clarke Group,Roupas,0
99ac718f-986d-43c4-8321-c70d0358c461,6165b3e7-119a-4d20-bd93-c2767d8ef696,2024-05-07 03:51:16,624.09,Williams-Johnson,Padaria,0
e8b31753-803e-472a-909a-9fdaf46106cc,fd07e5e3-a49c-4570-9477-2beb9926248c,2024-02-02 12:31:18,590.32,Cowan-Petersen,Viagens,0
e86c2543-07e9-4019-942a-a5bc320b187a,b58eebd6-9633-412b-9dc5-47eec2082ccd,2024-02-25 03:21:22,465.0,"Sims, Wheeler and Hines",Mercado,0
22c55d7e-3934-4cd4-be66-d6b8749b19ed,f032545f-3f1f-45f6-8826-ea4f864b66d4,2024-02-08 21:28:42,308.47,"James, Maxwell and Smith",Entretenimento,0
5f182b66-0ffb-4bd6-aa1e-c3b5ef9c5c0f,696938a8-93f6-4b6f-9bee-3c63a11e06c5,2024-01-10 11:20:08,422.53,Tate-Horne,Mercado,0
c9afa27c-d3bd-4642-a11b-269a9ed30c5d,7b6ea82e-e5f4-4e4e-a234-1186ad2cf920,2024-03-12 10:41:13,843.51,"Clark, Boone and Mcguire",Mercado,0
b6f49e2c-c84d-46c8-b7a6-ff66f6a30593,3ce6ffbb-4339-4e75-8ab1-c01c6597cda1,2024-01-17 13:09:30,416.59,Baker-Webster,Roupas,0
345c2257-7e6d-476e-8bb0-7408e8eb7d34,c952c909-5aca-420a-bd60-dd285320191b,2024-06-19 14:41:59,782.16,Mitchell-Giles,Mercado,0
9ef92dc9-8066-49e3-9ff4-cecd77c4c06c,245fa48d-a88c-4d95-9e99-f494e7c609f3,2024-01-14 18:59:29,508.04,Holt LLC,Mercado,0
ade57dab-c498-4213-aae5-3f5d0052b100,a619ac13-bb08-4cf4-a7cc-7afd83db51d8,2024-05-08 04:13:42,785.5,Carlson-Williams,Padaria,0
68336a49-62d8-41cd-aca5-a8f8a0a8f9eb,666ebcba-345a-4f94-a3cc-9829a46b6b17,2024-06-10 00:11:09,855.09,Wong and Sons,Entretenimento,0
3668b248-0b14-4abc-b8fc-751fb41fd5ae,91287c02-b47f-4bc5-9971-24272c5e0013,2024-03-15 11:44:54,91.84,Harrington PLC,Viagens,0
8de92bf0-2c89-4595-85f8-b908abe77f4c,bfd5f8d0-ac01-42a5-84a6-f3e7c31b0041,2024-01-25 01:28:59,933.78,Perez-Martin,Eletronicos,1
e1de84d4-41bb-4689-9fc9-711334b296da,bb8d1f3f-775f-45be-81e0-913d08210fdc,2024-02-28 14:00:59,656.09,Hughes-Harris,Eletronicos,0
807a1a9b-5cc6-426f-8203-733ebf288d9e,df33f9f2-a16c-49bf-afee-e27a7e8a0d71,2024-06-02 11:33:08,475.59,Morton Group,Padaria,0
73ff05a7-02c2-4000-bb89-ab42ef64edf2,449c2305-fd10-4a5f-ae92-dafafaa5c93d,2024-07-06 02:44:50,487.02,"Cardenas, Lee and Nelson",Entretenimento,1
2a96ac38-f658-454b-acba-06b9bf593f33,ed22f38b-1075-474b-bf3a-76c2c746fc74,2024-06-17 19:18:54,425.87,Barnes LLC,Viagens,0
1a7eb16d-3be6-4e64-9de6-8aed8d97809d,13724038-713a-41e6-9796-00e9a403069c,2024-05-16 04:13:43,459.69,Russell LLC,Roupas,0
85689540-8f12-4dc2-acff-1e58d15609f4,ebe36359-9e20-4908-9b14-788d657fa218,2024-01-07 21:56:55,862.4,"Hill, Smith and Hall",Entretenimento,0
37c57634-8ab6-4524-809b-2989c970a5ff,bfdb06f0-e263-42e1-ac6f-9a7f30cf6252,2024-02-03 11:56:48,726.37,Smith PLC,Mercado,0
9074ffe1-922c-4476-8b52-6352b2556d4c,824af58e-db88-437a-84bb-b56beecfb384,2024-04-12 17:39:24,569.9,"Miller, Bryant and Lewis",Mercado,0
44882dc7-a6c0-4e8c-b772-d914cc5c29a2,428b52d5-61f3-4261-ab3b-98f6b054522b,2024-02-21 07:54:35,641.02,Jefferson LLC,Mercado,0
3b06e173-ec4f-4278-9392-6a1bb2fedb74,e4f44df1-d204-4a88-9518-1c8991a84d69,2024-05-21 12:30:23,107.45,"Prince, Walsh and Greene",Roupas,0
1ffd50f4-47e6-4d6f-9013-29914fed4640,60c12182-54e6-42ee-9917-30065197bccc,2024-02-19 16:06:52,162.29,Joyce and Sons,Eletronicos,0
e17ab284-0283-4726-a416-848df10917a0,7e263c1e-9ca8-492c-bb7f-b04368cd85dd,2024-03-13 11:10:59,177.87,Williams-Castro,Entretenimento,0
2ba2778b-72e4-4846-8f43-806d6349c8fd,445e2ff9-e3f1-471d-86af-ea8010534bdc,2024-04-24 06:51:44,448.48,"Bowman, Lee and Holland",Padaria,0
ca15485c-6f55-4991-a4be-71936ed9bc0f,70465a7b-00cb-4f67-bc1c-c452f5e71acf,2024-05-06 04:44:24,550.96,"Pearson, Harris and Bell",Viagens,0
7ef8e786-1a2f-4077-b3a8-6cb7dae01563,a30a9b22-5a41-4860-842b-a590b063e65f,2024-04-13 21:50:25,727.62,Gibson Ltd,Viagens,0
2257dc1f-c348-40bc-84f9-d640a2f9653e,ea859775-f534-49a7-9b4c-bcd731ca0f61,2024-04-02 23:54:52,405.33,Perez-Rojas,Viagens,0
79e8547d-ebfc-4421-a721-65bedc284880,83557494-12b0-44df-921d-42fab7e85b85,2024-03-29 02:15:04,182.9,Thompson-Whitehead,Viagens,0
64aa006a-0ae3-465d-a297-5ec8bdd330f2,1c246716-d33c-4a0d-a6a0-21c9291e1d46,2024-03-31 23:00:49,148.64,Hodges PLC,Padaria,0
f69a492c-f5db-4203-8946-c65b6edfa46a,1586115c-41ce-4eff-ad50-68a99caaac67,2024-03-15 20:09:53,942.81,Torres and Sons,Mercado,0
873c87b0-c9e5-4839-bebc-950c5a79c945,789671da-538a-4251-a28d-4eaf0cc56e54,2024-03-12 19:55:26,371.43,Cook Inc,Mercado,0
f4427870-4710-4952-b431-16c1766dd884,7f5db76e-98b3-4268-9c91-c298905135be,2024-06-18 18:28:30,30.31,Moore-Hill,Eletronicos,0
4f909e77-3f93-4825-80b5-6b02249ee9ec,b376e439-dfe0-4871-a879-ff79606ab566,2024-01-26 23:08:16,630.52,Espinoza LLC,Entretenimento,0
3675baa4-4f75-4574-be93-3a66a848388d,e179f1d0-2355-4857-9133-56648e75e100,2024-04-11 17:12:13,120.47,"Sawyer, Lawrence and Harrison",Entretenimento,1
5362801f-d4e9-4800-a370-4fcd18558368,b9361b6f-3be8-40e5-8434-1c58ee8d4ab7,2024-06-25 22:34:31,734.97,Anderson-Smith,Entretenimento,0
cb2baa19-f2ea-4be3-804e-df517ebe157a,00810b05-2b4c-4ad9-aede-c2680b069004,2024-01-30 20:19:57,29.33,Tran LLC,Entretenimento,0
20ef3674-2adf-43da-b692-f3fb171b5468,af113e42-0ad6-46d1-b586-84b18106dc9e,2024-02-20 14:59:25,518.94,Huff-Graves,Viagens,0
a1cd54c3-f66b-4451-9ba6-5c550813b049,0b543235-bfa7-4859-9e29-7062869ff30b,2024-02-21 13:59:56,575.14,Wagner LLC,Padaria,0
8b3234f2-980b-47f6-8289-d1a9efdb69e5,58c40acb-faed-49b6-bbf9-c89b06cb1e07,2024-06-25 20:08:39,619.06,Martin-Whitaker,Padaria,0
e6aca452-ab1b-4a10-a405-af5a5f85dd40,8b4a5a6f-1353-49b9-a8f0-91abef251b00,2024-02-09 05:53:08,598.39,Cole-Carter,Entretenimento,0
fed82a9d-9ef6-4ee7-8b1a-5a8d4d6ce729,1edb462c-b37d-48a8-a51f-61a3c71b4545,2024-06-06 11:31:13,132.23,"Delgado, Smith and Garcia",Viagens,0
0b276138-cc5f-49a7-a2ff-55c593bb43f8,91e45fdc-63a9-418a-95f5-d6b4ce070c8a,2024-03-18 15:57:02,426.67,"Doyle, Heath and Edwards",Eletronicos,0
443786f3-f606-46b0-82d4-7ac420a6e44c,757f5d32-ff78-48dc-a7ee-c96b61b64477,2024-04-17 01:44:47,213.99,"Rich, Robertson and Smith",Eletronicos,0
6fdda3ba-fb7c-4cbe-9967-2e80ccc44e00,1f678d52-be19-44e7-b0dd-c2287fbfb0d2,2024-07-06 22:13:23,97.13,"Welch, Baker and Small",Mercado,0
a1f3c18d-3e7a-4200-b758-4f579bf86481,85fd7e26-6bf4-4327-9ca2-f6e06bc3cc04,2024-01-23 16:18:10,372.79,Osborne Group,Viagens,0
54828cf4-d59d-4c35-b428-9cae30ccae12,c8fffd34-aaf7-4176-a0f1-e61e2accbe07,2024-06-16 21:02:57,396.17,"Stokes, Trevino and Smith",Roupas,0
d32d563a-736d-497c-a913-41cbfd340e52,e7939cdf-a5de-4800-9a5e-84e4d78cd104,2024-06-17 16:05:04,812.02,Anthony Ltd,Mercado,0
984e1749-2509-4111-a906-dfff2920f0bd,4d518966-0ad4-4090-9e59-c13bf6de334c,2024-02-10 07:03:03,783.71,Hawkins Inc,Mercado,0
c2581648-3dc8-4ab2-a898-38f4a76d64d1,dbc65f57-8293-40b7-80e8-4c418528d46c,2024-04-16 14:56:11,581.19,Anderson and Sons,Entretenimento,0
1df8df0c-1080-4e64-98a8-77e25c9adcae,9a4e6b2d-bc15-4617-a2c9-6d014b8530fd,2024-06-09 05:22:24,15.27,"Abbott, Walsh and Richardson",Entretenimento,0
c3f03555-54e3-4365-9713-d0d70bc61d1d,cf67a9b4-0f18-412c-82f2-22c93ef4b3a6,2024-03-07 02:24:17,329.46,Lawson PLC,Eletronicos,0
7ee02fc4-b9c7-4bc2-a31b-f731c25c45c7,6e1edda4-657f-4d61-be20-d17803c43dc4,2024-05-10 13:37:48,222.11,Blair-English,Eletronicos,0
e16ab75d-5bb4-425e-b9c7-c8f678729397,61b7135d-efbf-4670-aec6-27952b9435a3,2024-02-29 23:16:51,271.95,Hansen PLC,Roupas,0
759109d3-b7e2-4ce8-b9f5-4d07accc67d9,05dfa1d7-8ea5-4dd2-b8f5-0f014a57bdb3,2024-02-16 00:32:24,21.53,"Miller, Frederick and Kim",Padaria,0
7c656575-7451-4e12-bbb3-95bb17d71fd9,5613c327-26a2-4bc8-8541-620678b2e6f3,2024-02-19 19:00:11,805.6,"Ramirez, Smith and Greer",Padaria,0
14c1345f-093a-4c37-813d-19f713bec6ea,a18de23d-0ba6-4f8d-a3ac-b71a1f8347cb,2024-06-12 17:11:13,575.63,Manning-Davis,Roupas,0
ad1a4020-d659-470e-b9c4-12ba0646e5ee,c2837824-1864-4d82-b4b1-e12ceaa3ba7c,2024-07-03 15:00:09,681.64,Deleon PLC,Padaria,0
a25146db-ff03-4ad7-b13c-9f0c15cd6d4c,3b528957-7de5-4914-b0f5-3a1fe088ebe0,2024-05-26 06:16:01,272.66,Meyers Ltd,Padaria,0
c457746b-c398-4599-a843-3af474ab2209,211eec28-74d8-4c80-a0bb-4aa39118038e,2024-03-20 16:50:48,335.46,"Gill, Charles and Walsh",Entretenimento,0
e5b6b2ce-27ea-4ee3-add6-01c1cd2ab39c,f8e1e3ed-94da-4b43-9bce-79921a31cc26,2024-05-31 08:06:40,378.8,James-Davis,Mercado,0
d177c472-3614-4f24-97d9-e6f2dfda86ba,847bfc18-94fb-4530-806f-6453b63587d3,2024-03-20 08:49:12,652.21,Jackson Inc,Eletronicos,0
1b98b895-af44-4457-ba3b-3e3b1fca8800,1e7d6b64-531e-424c-a275-17bc07a3c04a,2024-06-21 12:35:20,21.28,Ramos Group,Viagens,0
929389f1-43f4-470b-a75c-296c7e666689,dbf36c18-7cd3-41f1-9245-32d1b392f262,2024-05-14 00:01:10,837.36,"Bruce, Jenkins and Massey",Eletronicos,0
3401137b-50e9-4fbb-afdd-0e03f6274b0b,b018717d-20e7-46a8-a40b-100af2ff48a4,2024-02-29 11:56:29,464.07,Duke and Sons,Mercado,0
58ca1ff4-f720-4eec-ba4f-4225a58aba13,acab0402-515d-4ee1-b438-95d0b2aa4da9,2024-01-14 04:35:46,346.98,Cobb Inc,Viagens,0
24cdf1db-d01d-4725-b5c3-2faf5eb00e19,68f26943-4bcd-4581-b879-4a4599c0c6d8,2024-05-24 07:13:05,519.78,Avery-Mayo,Mercado,0
fbf364b6-674d-498b-a2ec-c9f31db9c6a5,899e3392-0be6-421a-b107-eeb7901fcf77,2024-05-02 21:07:45,380.19,"Banks, Wilson and Hines",Viagens,0
7ae9a13c-7077-4ac8-a1d4-d27c644670a0,528e9a85-2179-40eb-9a47-5990036c19e8,2024-02-24 10:10:10,914.44,"Cisneros, Cox and Walters",Viagens,0
5184b73e-ba0c-4769-a56a-990a56b90360,9296980a-072b-43cb-aa72-a95a0808357e,2024-01-03 13:40:42,441.69,Hicks-Mathis,Eletronicos,0
285cc8a9-486e-438e-adab-353851149127,b62791ca-b753-441d-b9a5-b6b151ac4aac,2024-02-27 19:18:31,536.81,Mason Group,Padaria,0
e0bd7f0b-c4e7-4a3d-aad4-7c832a0f28c1,01e40b56-6703-44b9-84fd-3bdd013c198a,2024-03-04 21:26:04,503.15,"Best, Lane and Gonzales",Padaria,0
d64e11e9-47e4-4f4c-a8cd-2ac14f4bb1fa,ad008847-52a6-4a78-a5d7-245de7371b15,2024-05-14 17:54:57,373.29,Johnson LLC,Padaria,0
0880f904-2990-407d-b491-38e6ed34ce5f,8477bfbc-05c4-4712-884e-f2f4c92d59db,2024-02-16 00:44:43,915.31,Ray Inc,Entretenimento,0
6b7aaf68-396c-4d71-8fbb-62184ea42dbb,50e73532-aff8-4392-b9da-d4e6553431de,2024-05-25 04:26:35,112.74,Galloway Ltd,Padaria,0
40b204f0-9ddb-42be-810e-6363d1be081c,379e1698-9398-4118-9d94-10f6ea26fce2,2024-01-11 07:29:09,299.62,Robertson PLC,Eletronicos,0
8e85cf92-8e41-45bd-a669-fec00bf3b7d2,2b16e549-8ae6-4a48-b7b3-d15ff540e236,2024-02-27 21:50:19,872.83,Cowan-Floyd,Viagens,0
ffd00f47-9317-430b-b78b-075c8a5dd8c7,f45c8183-ae18-49ef-9c25-8a7f7593cf3d,2024-03-27 05:51:18,522.46,Young-Lopez,Padaria,0
897e6957-1226-45f8-8af1-7addac778621,8c864214-56ae-40a3-8068-ad211c24d788,2024-03-23 01:16:20,809.89,"Mitchell, Payne and Parker",Entretenimento,1
794b2880-a275-44b4-bc11-5caf45f113ba,8d796b99-3c75-47a1-90cc-f0c7f810c883,2024-02-12 21:11:44,431.3,"Pope, Pena and Phillips",Eletronicos,0
32161a5c-fe48-4805-bb89-4e79467efeec,8f2f24bf-506f-4a0a-b37e-1498d05cf397,2024-04-07 02:23:11,251.79,Harris and Sons,Roupas,0
33adf93b-91cf-4eb5-aac0-a0ff6c097cbc,6d6c9eee-1930-4aa9-8063-33391e5a9b20,2024-04-03 00:17:54,459.73,"Hughes, Lynn and Bernard",Mercado,0
77b7e9e8-aa78-4b86-ab71-d663e5faba91,4f40b20c-2266-4a1a-8e72-33a165a2e991,2024-02-29 17:31:13,581.35,Perry-Carter,Entretenimento,0
7ffc9af3-1084-44ca-907b-26422230da71,7923d50a-597d-42f1-ae54-ee47ffa45328,2024-05-05 23:05:40,219.6,Miller and Sons,Entretenimento,0
717b2723-ae75-4a8e-a4ce-827fd7b7fb25,47fb0c26-1ccd-429c-86d7-7c0b4ed35d53,2024-05-19 10:52:51,976.31,Garza-Williams,Eletronicos,0
1ebbf0fa-6669-471f-9bf1-f94e76d54b1a,7a5c3890-01a9-4f46-840a-9eb52c3517c5,2024-05-22 23:02:04,667.16,Davis Inc,Entretenimento,0
b7d6e165-8e36-428e-8e0d-b20b41e32035,4d952bfa-9197-4aa3-8411-04311c00c881,2024-05-26 13:02:08,575.61,Cooper Inc,Viagens,1
326b4708-8221-4961-924e-e4261b58d8a5,0e7eb8e8-91a5-42e0-9184-b590bf415a86,2024-03-06 08:39:22,928.29,Hansen PLC,Roupas,0
90ff1cba-e895-4526-8338-b416dc727aa6,c26c45e6-b7c1-4b99-a0a2-f306be3ce11e,2024-05-03 13:46:16,321.86,"Turner, Snow and Pierce",Padaria,0
d43da2b2-9ef3-45c6-ae87-fde5190240c2,c005d301-85a5-4791-a0f6-43b99ecede41,2024-02-20 08:08:58,942.22,Robinson PLC,Entretenimento,0
fa45b2a2-d780-4bd6-b337-d713396c82ce,55c3567e-d952-4cb2-b8a2-895615f0ba7b,2024-02-11 10:22:12,585.24,Wagner and Sons,Mercado,0
77e29fe3-da5a-4b81-bf45-d254c73e42d7,90be8911-d7b4-484b-b6d1-019dbd197238,2024-03-27 19:34:25,744.41,"Matthews, Miller and Ramirez",Entretenimento,0
e479e83a-26b5-45af-ac09-8547c7fadc92,e8aa6aa7-b33c-49e5-a08a-db8d4963a19b,2024-04-02 01:30:08,509.98,Holmes Group,Roupas,0
a96b913f-45d6-4196-b631-27af8b885f1d,1f45f1b0-8d42-4f8b-afd0-a46f3d05a09c,2024-03-04 13:28:32,887.72,Ross PLC,Roupas,0
b1dcf754-25fc-4374-adde-bfe41e49c518,4a23721b-ef3c-46d4-b810-42482848ec82,2024-03-17 16:13:05,115.82,Brown PLC,Roupas,0
5f9b8f56-fdcd-449f-b809-b58444b55c4b,a9f19889-9d75-4618-ba0e-9bb93debb72b,2024-06-23 21:23:55,743.37,Hayes-Soto,Viagens,0
ceafe8e6-eeca-4aab-8db3-227fe6bbf83c,4d3c8cb1-2e94-4a1f-82cf-28d55979a325,2024-02-19 02:07:12,725.39,Brown-Lee,Padaria,0
06f82348-acce-4f89-8390-7593fd94e2c1,71b3f9bc-1628-42a7-b29b-03b177849083,2024-06-15 11:20:27,748.41,"Fry, Summers and Gordon",Mercado,0
a47f977a-f55b-495d-8964-97eae1997c08,3a89dc37-a12f-4248-8f5f-98cf7f2a9774,2024-06-11 13:55:10,757.39,Jackson Group,Eletronicos,0
5d76108f-dbfc-43f1-9f45-ce1beab68ad9,fdc338ee-414c-4186-848e-3197c2121ab1,2024-03-16 17:23:16,628.78,Pena-Coffey,Entretenimento,1
810c1c96-fcff-47cd-bf5b-679432bd782d,33bbbc6b-315b-4902-ac24-aed412a03953,2024-06-20 00:40:07,233.62,"Baker, Jones and Anderson",Mercado,0
87dda46e-9ccf-4d1c-aa55-66176bc99747,094d0341-cbbf-41ac-9fed-d1a45a9079d9,2024-03-13 05:37:38,44.37,"Gilbert, Walters and Chambers",Mercado,0
6d30c6f4-cd2a-46ac-b8d6-e6e80cbe8d1d,3b282a4e-abde-4ccc-9863-a43b6da85883,2024-04-03 17:30:57,705.14,Parker-Flores,Mercado,0
f0f695d9-c33a-45c5-a8ad-ed60405da25c,87edc51c-787e-47af-8d84-0032cf1fd4ed,2024-01-12 18:34:26,296.05,Ward-Larsen,Roupas,0
f15eb812-7fc8-4083-a541-a9493af86728,5a4d5948-cd6e-44a5-8787-bd2417ded44b,2024-01-30 04:03:59,524.47,Bond-Olson,Eletronicos,0
ef0adaa4-3db2-46f5-9a2b-7d6ae844226c,dbf7c386-6951-4ecf-8eaf-fef2fb806d6e,2024-02-16 05:21:09,794.08,Gilbert-Combs,Roupas,0
e621aca4-17e7-4976-a6a0-c0153b0e122e,23405f63-603a-4851-8d03-b74d3852166b,2024-01-30 05:27:48,196.48,Hunt and Sons,Eletronicos,0
606d5adf-d9d8-4558-aefb-81116272826c,e04d4952-61d4-4740-a083-dd6a3922967f,2024-01-23 00:39:52,801.68,"May, Williams and Curry",Entretenimento,0
11abf4cd-e0ad-4d93-91d5-a94809855113,00cd74aa-403a-431f-90e0-3b3da455920c,2024-03-19 01:35:55,720.23,"Nguyen, Smith and Horne",Eletronicos,0
860d9283-a837-4f46-9423-627844d9140b,ef9f8a8d-9ec8-4aeb-962e-4338cefe8697,2024-04-30 06:53:11,544.63,"Meyer, Carpenter and Contreras",Roupas,0
d4ecb586-8418-4106-9a6e-612d1635b038,b057bccf-3904-4a9f-8125-e9c8b28f0a71,2024-05-08 07:28:20,627.65,West Inc,Entretenimento,0
36a19c0f-7c60-40f7-b217-7881280ca07f,de809d69-7300-4c48-8003-d5adaa573b7b,2024-02-25 08:38:54,647.46,"Schroeder, Estrada and Reynolds",Viagens,0
d47cd543-9ca1-4f6c-919d-39ec42ca7a77,e8e79a11-0b44-4262-be78-6a8a9895bd3f,2024-04-01 17:32:30,403.75,Ruiz Ltd,Entretenimento,0
55cfea8e-3213-4a81-8f90-b87f712de486,d4854e73-de92-476e-b5dc-e0155ac9cb82,2024-02-13 17:52:48,896.12,Abbott-Martin,Padaria,0
cdb357e1-e380-418a-b3f2-8c7c7273e5ed,0549e637-0581-4696-848b-633815bf06e2,2024-05-04 03:36:13,721.99,Hill LLC,Roupas,0
67c79b12-e18d-409f-ac2b-7b27680cbad6,94791b35-da57-45fc-914f-baf4bf359285,2024-02-14 10:47:01,939.72,Santos-Mcdonald,Padaria,0
eee43c81-49f8-4d64-96ba-8971a09011fc,5210ee00-4b30-4c7d-ad70-41f918f6c52c,2024-02-02 21:10:31,748.67,"Rodriguez, Alexander and Oconnor",Entretenimento,0
e019005f-ba3b-4838-a38e-46149d3d3456,b18c2086-dc20-4f58-bf1c-5232eb954ad6,2024-01-01 21:45:35,778.84,"Barnes, Perry and Jenkins",Padaria,0
2f9a863e-474e-4104-be80-81b0bdfe9c2c,433e6db3-5029-4f8a-85bd-323a9275b6f7,2024-04-24 06:40:12,480.33,Palmer-Myers,Mercado,0
4ede57f2-0d76-4a0a-af44-161f90274d49,d6139b16-7c6c-4381-b8d8-786f9561f1ff,2024-02-25 01:16:31,939.37,Lyons and Sons,Eletronicos,0
48ccb266-492a-4bb1-8d59-b0e9f4c642cc,ed8aa3bf-27b8-4bd1-99e7-9626922e668c,2024-03-17 02:22:13,962.02,"Lyons, Adkins and Campos",Eletronicos,0
2108e0f5-a80b-4a12-8a49-b77534a7285f,5d19ef1c-d28d-47e1-b67b-488696d38d28,2024-01-16 18:57:38,636.6,Schneider-Galloway,Entretenimento,0
e306b121-2bf9-4716-a30f-349b92fe6250,c1bacb0f-df03-48b1-ace0-93fd727c5992,2024-06-10 18:55:51,415.1,Stephens-White,Eletronicos,0
6f9fc905-29c4-428c-a883-41051139223d,ee890119-cd64-45f2-83ab-a0e56653a656,2024-04-10 12:05:34,193.5,"Sullivan, Alexander and Petersen",Eletronicos,0
3754e81a-1fe4-4455-b692-b2b9d12f3f49,c04f2c8f-7bc1-43dc-ab5d-72815902fcbe,2024-02-10 12:59:30,501.11,Smith Ltd,Mercado,0
3e776c7e-5a3c-46cd-b8e0-6238b8b21f45,e8ad144c-7fcb-4e28-9a15-12bbcd347118,2024-07-02 21:14:11,659.55,"Ryan, Wong and Williams",Mercado,0
080ec489-e1f2-4da1-acdd-32bb30c0011a,746eafdf-683d-4571-9b4e-8212a9c7db7a,2024-01-29 11:22:38,247.67,Cox Group,Eletronicos,0
89258dd3-b882-4016-bff5-30de68065e2c,c2645e4e-0790-4a5a-b492-303c365db3db,2024-06-06 13:00:12,641.55,Gonzalez-Hill,Roupas,0
724e86e3-0573-4e3f-b845-0d32dee5ae7c,040750c0-cf17-41c6-862e-6be8ceb50b95,2024-05-05 16:28:33,226.78,Ford PLC,Roupas,0
610dac5d-4e6d-4508-bb63-ded9b69fb1b4,497185d5-d846-4bc3-b690-a746e03fd57e,2024-03-11 10:48:01,855.41,Farmer-Young,Roupas,0
cc54b073-cc07-40a9-a625-3c41db2596aa,770f4454-37b8-444c-8db4-f5016cd026e3,2024-02-14 00:55:16,140.75,Allen and Sons,Viagens,0
87a1f1e4-d5ca-4cb3-9507-8d4c7c0d0e6c,b0ffad99-b3ca-431c-b848-70ef566efacb,2024-06-17 05:24:49,856.85,Brown-Massey,Viagens,0
6539ffeb-79bf-456f-ba03-48ba0120290a,2df8a258-a1ae-414e-8769-82ac70d2d2cb,2024-02-02 15:12:25,625.61,Hall LLC,Viagens,0
7347cb65-5de0-447d-b22f-5a78671806ed,65ba8c4b-d4ba-4ca7-8d36-9e1f698e3565,2024-05-10 00:12:07,239.54,"Lewis, Luna and Gomez",Roupas,0
2702d6d9-db54-43c4-92be-820aa56a4f0d,7190895b-c5de-4862-abb0-1864d589974c,2024-03-04 03:41:28,18.48,"Hartman, Parker and Perez",Roupas,0
7dcabdf6-92be-427d-ac33-e4ab6d0a3ac3,149b97de-5a8c-4455-9e43-c3c8695f1411,2024-04-25 18:47:03,413.81,Griffin and Sons,Entretenimento,0
057d8413-2807-4fe0-bec7-035f47f9c535,c7e6b560-5081-438a-8e2b-e493a3084c48,2024-03-25 15:05:10,675.22,Waters-Johnson,Padaria,0
8fe839ae-ca5b-4f24-9980-a372813529ba,ee2fc358-cb65-4ff2-a775-e6d090e1cb74,2024-02-11 00:58:07,731.19,"Myers, Robinson and Mccormick",Mercado,0
f742748a-5e80-40c7-ac05-9bbeb2d27080,71658bea-1a33-433b-b13d-94b00c6a967c,2024-01-23 22:16:39,984.4,Oneill-Lee,Viagens,0
5c0f00f9-89fc-4d68-b71e-b18b9fcf0790,6330f77e-f406-42d3-a7b6-76278aa94f2c,2024-02-06 15:24:24,934.52,Pitts-West,Viagens,0
6cff8797-9d45-404c-950d-b666556c3edb,4143acac-6a6c-44a1-b536-19aea7b189e6,2024-03-03 20:08:58,213.96,Murphy PLC,Viagens,0
4495f744-b735-4c4f-8ca1-c124b1112cb9,2ea818c9-9af1-42fa-94ed-feb397cbb9ac,2024-04-19 01:14:45,161.51,Martin-Medina,Entretenimento,0
d91ab8f1-baba-4818-a7b7-c33e46191fe3,a1a8d3e7-b890-491d-af12-e831ead3cda2,2024-01-24 22:36:29,946.17,"Gallegos, Hughes and Garcia",Viagens,0
a1d50d9f-25a6-40e2-ae54-42efa29e31a6,3b0b02b8-7e1c-4ab9-9198-8ce3e1e2e306,2024-03-20 19:47:17,481.57,Dawson-Thompson,Roupas,0
c9cbbc2d-4e58-4425-b092-2d7751becaa9,37576d4d-2e40-4c4c-825e-7d55d1e5f8c3,2024-02-20 06:10:31,170.35,Davis Group,Roupas,0
5d7bc391-f9eb-44e9-a49a-91da9836bbc9,ca13dadd-622c-40c8-858f-bda69cdbeb36,2024-05-01 12:38:29,793.99,Richardson-Brady,Viagens,0
91cc06c3-ad1b-4756-8ff5-6ea50e3c6884,0fe6a53e-c592-4b88-9345-caa397da2ef2,2024-04-01 08:03:07,559.32,"Reyes, Bowers and Williams",Padaria,0
7114fc02-0073-4a9a-bc46-d2ca36bddfc8,1bcd89ae-885d-4ddf-ab58-c7fd965e0ab6,2024-01-22 08:42:20,408.35,"Wilcox, Young and Rivera",Roupas,0
38881d71-8961-4a35-ab6c-de78f47fa292,e18a0976-99ac-46a8-a8cc-de4c08f3a0ae,2024-03-06 21:10:20,541.5,"Horn, Love and Parker",Roupas,0
631362bb-35dd-45ce-bf21-5868500d9ffe,4a067287-cc15-485f-93aa-ae39b0aa0569,2024-05-21 02:02:28,791.99,"Lee, Tyler and Lloyd",Viagens,0
b35e94ce-2210-42f9-bb64-80efa3ff457d,c02156c7-41e2-4d5e-aa85-78ba2b9d6da7,2024-01-17 07:54:40,593.37,Gonzalez-Riley,Padaria,0
90bb9be8-7778-42c6-a397-d31343eabdb2,f703396b-a527-4251-b7cf-9c9ea0451750,2024-06-18 13:39:41,824.51,Lawrence-Lopez,Roupas,0
87c24e35-47b9-4f85-8d77-6aa22545d200,83914540-de6b-4b46-bbac-c278469061ff,2024-03-12 16:26:14,408.59,"Wade, Miller and Estes",Entretenimento,0
